sold_price_eur,asking_price_eur,bed_no,bath_no,size,house_type,region,detached,semi_d,terrace,apartment,dublin,cork,galway,dub_inner_ring,dub_outer_ring,urban_south,other
135000,135000,3,2,NA,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
330000,285000,2,2,67,Apartment,galway,0,0,0,1,0,0,1,0,0,0,0
335000,350000,4,3,133,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
235000,235000,4,3,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
374449,425000,4,5,253,Detached,other,1,0,0,0,0,0,0,0,0,0,1
304000,215000,1,1,33,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
215000,225000,3,3,100,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
211500,205000,3,1,80,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
418502,475000,3,3,110,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
227500,205000,2,1,NA,Apartment,cork,0,0,0,1,0,1,0,0,0,0,0
226000,226000,2,NA,NA,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
395000,360000,3,4,116,Terrace,galway,0,0,1,0,0,0,1,0,0,0,0
395000,400000,4,2,132,Detached,other,1,0,0,0,0,0,0,0,0,0,1
285000,275000,3,3,116,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
275000,250000,2,2,63,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
181000,175000,2,1,52,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
292000,295000,5,3,121,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
245000,216000,3,2,84,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
240000,235000,3,3,114,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
640000,595000,3,2,93,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
586000,550000,5,2,122,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
240000,245000,4,3,163,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
210000,210000,3,3,94,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
375000,350000,2,1,56,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
250000,230000,4,1,106,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
175000,170000,4,1,NA,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
120000,120000,2,1,65,Apartment,other,0,0,0,1,0,0,0,0,0,0,1
265000,270000,3,3,145,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
337000,295000,3,3,92,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
550000,515000,4,4,176,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
369000,360000,2,2,NA,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
290000,290000,4,3,126,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
460000,495000,6,4,276,Detached,urban_south,1,0,0,0,0,0,0,0,0,1,0
250000,250000,3,3,NA,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
750000,675000,4,2,153,Detached,urban_south,1,0,0,0,0,0,0,0,0,1,0
295000,295000,4,3,NA,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
230000,240000,3,1,88,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
210000,210000,2,2,60,Apartment,dub_inner_ring,0,0,0,1,0,0,0,1,0,0,0
183000,159000,2,2,90,Apartment,other,0,0,0,1,0,0,0,0,0,0,1
370000,350000,4,2,118,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
151000,140000,3,1,NA,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
520000,520000,4,3,125,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
340000,349000,2,2,56,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
245000,210000,3,1,82,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
166000,160000,3,3,100,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
130000,130000,3,3,105,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
490000,480000,3,2,83,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
285000,280000,3,2,103,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
240000,230000,3,2,NA,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
515418,585000,4,3,131,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
486200,485000,2,1,77,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
280000,217500,3,1,NA,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
247500,239000,3,2,NA,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
98000,85000,2,1,NA,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
358000,340000,4,2,90,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
285000,275000,1,1,45,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
270000,260000,5,3,139,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
198000,180000,3,2,85,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
185000,160000,3,1,101,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
650000,650000,3,2,104,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
452000,375000,4,3,146,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
170500,155000,3,1,NA,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
125000,125000,4,1,NA,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
380000,395000,2,1,40,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
360000,330000,2,1,56,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
345000,325000,3,1,63,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
282500,269000,4,4,132,Apartment,urban_south,0,0,0,1,0,0,0,0,0,1,0
235000,235000,3,1,79,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
725000,600000,3,2,102,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
470922,435000,4,2,126,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
459000,459000,4,2,140,Detached,other,1,0,0,0,0,0,0,0,0,0,1
432000,380000,3,3,100,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
375000,365000,3,3,NA,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
362000,340000,3,1,82,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
327500,330000,3,2,86,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
170000,150000,1,1,NA,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
595000,550000,3,3,89,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
524000,495000,2,1,69,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
420000,345000,4,4,172,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
415000,395000,3,3,103,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
393000,320000,2,1,70,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
340000,275000,1,NA,45,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
320000,285000,3,2,100,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
787000,725000,3,2,81,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
747000,675000,4,3,181,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
585000,522000,3,1,80,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
471000,475000,4,3,140,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
430000,425000,3,3,105,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
420012,395000,3,3,108,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
404000,375000,4,3,140,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
330000,295000,2,1,38,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
300000,275000,1,1,37,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
277000,245000,3,3,100,Apartment,cork,0,0,0,1,0,1,0,0,0,0,0
271000,235000,3,3,95,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
236000,235000,3,2,98,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
193000,170000,3,1,92,Detached,urban_south,1,0,0,0,0,0,0,0,0,1,0
465000,449950,4,3,NA,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
440000,425000,3,2,90,Terrace,galway,0,0,1,0,0,0,1,0,0,0,0
320000,295000,3,3,113,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
175000,165000,3,3,104,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
150000,155000,3,1,84,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
571000,450000,4,3,141,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
530000,535000,5,4,NA,Detached,urban_south,1,0,0,0,0,0,0,0,0,1,0
520000,490000,3,1,90,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
440000,399950,3,1,NA,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
346000,325000,2,1,60,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
325000,325000,2,1,61,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
290000,290000,3,1,NA,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
275000,240000,4,2,116,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
235000,255000,3,2,106,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
80000,95000,2,2,55,Apartment,other,0,0,0,1,0,0,0,0,0,0,1
400000,380000,3,1,100,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
390000,345000,3,3,97,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
305000,265000,2,1,NA,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
575000,595000,6,4,214,Detached,galway,1,0,0,0,0,0,1,0,0,0,0
480000,445000,4,3,120,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
420000,395000,3,3,102,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
350000,340000,5,3,180,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
312000,280000,4,3,130,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
230000,225000,3,3,111,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
173000,175000,3,3,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
150000,155000,3,3,99,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
570000,550000,3,1,88,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
510000,530000,5,2,144,Detached,galway,1,0,0,0,0,0,1,0,0,0,0
430000,395000,2,1,60,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
368000,345000,3,2,NA,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
355000,385000,2,1,107,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
318000,324950,5,3,NA,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
305000,285000,4,2,122,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
300000,235000,4,3,175,Detached,other,1,0,0,0,0,0,0,0,0,0,1
295000,265000,4,1,106,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
290000,290000,3,3,100,Apartment,cork,0,0,0,1,0,1,0,0,0,0,0
270000,240000,3,2,100,Apartment,urban_south,0,0,0,1,0,0,0,0,0,1,0
256000,240000,4,2,128,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
250000,250000,3,3,NA,Terrace,dub_outer_ring,0,0,1,0,0,0,0,0,1,0,0
250000,265000,3,1,130,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
243000,245000,3,2,108,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
186000,166000,3,1,NA,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
170000,170000,2,1,NA,Terrace,urban_south,0,0,1,0,0,0,0,0,0,1,0
166000,110000,5,2,106,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
158000,160000,2,2,85,Apartment,dub_outer_ring,0,0,0,1,0,0,0,0,1,0,0
125000,70000,4,1,NA,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
120000,135000,3,3,97,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
660000,575000,2,1,85,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
450000,397500,3,4,213,Detached,other,1,0,0,0,0,0,0,0,0,0,1
410000,425000,2,1,61,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
403122,295000,1,1,48,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
372000,360000,2,2,75,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
365000,365000,4,3,114,Detached,other,1,0,0,0,0,0,0,0,0,0,1
361000,325000,2,1,69,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
360000,350000,4,3,104,Detached,other,1,0,0,0,0,0,0,0,0,0,1
360000,355000,3,3,104,Terrace,dub_inner_ring,0,0,1,0,0,0,0,1,0,0,0
318000,295000,3,3,103,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
310000,285000,3,2,79,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
210000,225000,4,3,121,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
183000,175000,3,3,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
951000,940000,4,1,175,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
645000,650000,2,2,102,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
565000,525000,3,2,85,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
536000,525000,2,1,85,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
385000,345000,2,1,NA,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
370000,370000,3,2,99,Apartment,dub_inner_ring,0,0,0,1,0,0,0,1,0,0,0
325000,315000,3,1,83,Terrace,galway,0,0,1,0,0,0,1,0,0,0,0
306000,269000,2,2,86,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
285000,239000,5,3,132,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
2500000,2250000,4,NA,277,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
605000,580000,4,3,236,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
383000,325000,3,1,100,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
275000,240000,3,3,116,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
252000,255000,3,1,86,Detached,other,1,0,0,0,0,0,0,0,0,0,1
770000,645000,4,1,130,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
502000,495000,4,3,181,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
490000,439000,3,3,105,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
465000,439950,4,3,138,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
460000,425000,2,2,68,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
307000,299000,4,3,144,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
290000,285000,2,1,72,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
280000,265000,4,1,116,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
270000,300000,3,1,NA,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
220000,225000,3,1,94,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
180000,180000,3,2,104,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
170000,175000,2,2,65,Apartment,other,0,0,0,1,0,0,0,0,0,0,1
1875000,1495000,4,3,210,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
1511000,1250000,3,2,190,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
535000,495000,4,2,174,Detached,other,1,0,0,0,0,0,0,0,0,0,1
445000,395000,4,1,105,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
400000,395000,4,2,130,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
390000,195000,4,2,123,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
350000,335000,4,3,155,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
329000,310000,4,2,178,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
305000,260000,3,1,67,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
305000,285000,3,3,115,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
300000,295000,2,2,NA,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
287000,240000,2,1,83,Terrace,dub_inner_ring,0,0,1,0,0,0,0,1,0,0,0
246000,230000,2,2,90,Apartment,dub_outer_ring,0,0,0,1,0,0,0,0,1,0,0
200000,200000,3,1,NA,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
200000,199000,3,3,105,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
175000,135000,3,1,85,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
750000,675000,4,3,137,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
595000,525000,3,1,74,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
490000,495000,4,2,110,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
390000,350000,3,1,NA,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
370000,340000,2,1,53,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
358500,325000,3,2,91,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
350000,269950,3,1,NA,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
337000,295000,3,1,87,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
328000,297500,4,3,169,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
307500,317500,3,1,81,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
242000,225000,3,2,93,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
235000,225000,3,3,100,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
235000,225000,3,1,NA,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
231000,195000,4,3,111,Detached,other,1,0,0,0,0,0,0,0,0,0,1
210000,198000,3,3,NA,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
208000,210000,2,2,60,Apartment,dub_inner_ring,0,0,0,1,0,0,0,1,0,0,0
180000,174000,1,1,NA,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
626000,575000,5,2,139,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
580000,595000,3,1,108,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
450000,450000,2,1,62,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
437000,410000,3,1,79,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
425000,395000,4,3,121,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
409000,325000,5,3,118,Terrace,dub_inner_ring,0,0,1,0,0,0,0,1,0,0,0
360000,285000,3,2,104,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
275000,260000,4,3,123,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
265000,265000,3,3,98,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
236000,240000,3,3,100,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
230000,250000,3,1,82,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
540000,525000,2,2,75,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
475000,485000,4,3,120,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
450000,460000,3,2,80,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
400000,425000,4,3,134,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
390000,345000,2,1,65,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
387000,365000,4,2,NA,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
335000,300000,3,3,116,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
291000,305000,2,1,62,Terrace,galway,0,0,1,0,0,0,1,0,0,0,0
285000,254950,2,2,NA,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
240000,220000,4,3,105,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
235000,250000,1,1,NA,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
200000,200000,3,2,87,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
610000,595000,6,3,188,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
588000,425000,3,3,167,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
457000,425000,4,3,114,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
427000,350000,3,1,NA,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
412000,350000,3,2,113,Detached,other,1,0,0,0,0,0,0,0,0,0,1
385000,290000,2,2,NA,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
320000,295000,2,2,NA,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
315000,275000,2,1,65,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
300000,250000,4,4,100,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
297000,265000,4,2,120,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
245000,265000,2,1,54,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
231000,250000,3,3,115,Terrace,dub_outer_ring,0,0,1,0,0,0,0,0,1,0,0
230000,220000,3,2,92,Apartment,other,0,0,0,1,0,0,0,0,0,0,1
210000,240000,3,3,NA,Terrace,galway,0,0,1,0,0,0,1,0,0,0,0
100000,100000,3,3,100,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
737000,685000,3,2,124,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
635000,575000,2,2,77,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
630000,525000,4,2,128,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
628000,575000,3,2,132,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
530000,525000,2,1,73,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
520000,395000,3,1,81,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
492000,475000,2,2,76,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
445000,420000,4,3,130,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
425000,420000,4,3,150,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
401000,395000,3,1,84,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
400000,375000,4,2,NA,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
393000,385000,2,1,80,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
371000,300000,3,2,115,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
370000,360000,3,3,98,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
368000,345000,3,2,129,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
363000,370000,4,3,NA,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
345000,290000,3,2,92,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
340000,330000,3,4,112,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
335000,295000,3,2,NA,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
265000,250000,3,2,NA,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
250000,250000,4,2,107,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
210000,210000,2,2,61,Apartment,dub_inner_ring,0,0,0,1,0,0,0,1,0,0,0
185000,175000,1,NA,35,Apartment,dub_inner_ring,0,0,0,1,0,0,0,1,0,0,0
115000,129000,3,1,NA,Terrace,other,0,0,1,0,0,0,0,0,0,0,1
517500,495000,4,3,258,Detached,dub_inner_ring,1,0,0,0,0,0,0,1,0,0,0
477000,440000,3,3,NA,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
350000,280000,3,2,98,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
335000,333000,4,2,110,Terrace,dub_inner_ring,0,0,1,0,0,0,0,1,0,0,0
315000,295000,3,1,71,Terrace,dub_inner_ring,0,0,1,0,0,0,0,1,0,0,0
308000,245000,4,3,148,Detached,other,1,0,0,0,0,0,0,0,0,0,1
267000,245000,3,3,106,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
255000,235000,3,1,79,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
242000,195000,2,2,74,Apartment,cork,0,0,0,1,0,1,0,0,0,0,0
240000,200000,3,3,128,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
180000,175000,3,2,108,Detached,urban_south,1,0,0,0,0,0,0,0,0,1,0
155000,159000,3,3,90,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
147500,147500,3,3,NA,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
570000,595000,2,1,92,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
500000,445000,3,3,121,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
475000,460000,3,3,147,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
463000,395000,3,2,110,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
450000,430000,3,3,110,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
450000,475000,3,2,92,Semi-D,cork,0,1,0,0,0,1,0,0,0,0,0
440000,425000,4,3,228,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
406000,395000,4,3,137,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
390000,350000,2,3,90,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
345000,345000,3,2,NA,Detached,dub_outer_ring,1,0,0,0,0,0,0,0,1,0,0
345000,310000,4,2,139,Detached,cork,1,0,0,0,0,1,0,0,0,0,0
320000,320000,3,2,NA,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
267000,265000,2,2,85,Apartment,galway,0,0,0,1,0,0,1,0,0,0,0
260000,260000,4,4,120,Semi-D,dub_outer_ring,0,1,0,0,0,0,0,0,1,0,0
247000,225000,4,1,115,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
245000,240000,3,3,NA,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
205000,195000,3,2,88,Semi-D,urban_south,0,1,0,0,0,0,0,0,0,1,0
180000,185000,3,2,NA,Terrace,dub_inner_ring,0,0,1,0,0,0,0,1,0,0,0
175000,180000,3,2,99,Semi-D,other,0,1,0,0,0,0,0,0,0,0,1
675000,545000,3,3,NA,Terrace,dublin,0,0,1,0,1,0,0,0,0,0,0
642500,495000,3,2,116,Detached,dublin,1,0,0,0,1,0,0,0,0,0,0
477500,385000,4,2,NA,Semi-D,galway,0,1,0,0,0,0,1,0,0,0,0
470000,470000,3,2,NA,Apartment,dublin,0,0,0,1,1,0,0,0,0,0,0
436000,385000,3,2,112,Semi-D,dublin,0,1,0,0,1,0,0,0,0,0,0
435000,395000,3,3,102,Semi-D,dub_inner_ring,0,1,0,0,0,0,0,1,0,0,0
323000,295000,2,3,82,Terrace,cork,0,0,1,0,0,1,0,0,0,0,0
